,year,round,pick,player,position,school
448,1989,1,26,Vlade Divac,C,KK PartizanÂ 
449,1989,1,27,Kenny Battle,PF,IllinoisÂ 
450,1989,2,28,Sherman Douglas,G,SyracuseÂ 
451,1989,2,29,Dyron Nix,F,TennesseeÂ 
452,1989,2,30,Frank Kornet,F,VanderbiltÂ 
453,1989,2,31,Jeff Martin,G,Murray StateÂ 
454,1989,2,32,Stanley Brundy,F,DePaulÂ 
455,1989,2,33,Jay Edwards,G,IndianaÂ 
456,1989,2,34,Gary Leonard,C,MissouriÂ 
457,1989,2,35,Pat Durham,F,Colorado StateÂ 
458,1989,2,36,Cliff Robinson,PF/C,ConnecticutÂ 
459,1989,2,37,Michael Ansley,F,AlabamaÂ 
460,1989,2,38,Doug West,G/F,VillanovaÂ 
461,1989,2,39,Ed Horton,PF/C,IowaÂ 
462,1989,2,40,Dino RaÄ‘a,PF,KK SplitÂ 
463,1989,2,41,Doug Roth,C,TennesseeÂ 
464,1989,2,42,Michael Cutright,SG,McNeese StateÂ 
465,1989,2,43,Chucky Brown,PF,North Carolina StateÂ 
466,1989,2,44,Reggie Cross,PF,HawaiiÂ 
467,1989,2,45,Scott Haffner,G,EvansvilleÂ 
468,1989,2,46,Ricky Blanton,F,LSUÂ 
469,1989,2,47,Reggie Turner,SF,UABÂ 
470,1989,2,48,Junie Lewis,PG,South AlabamaÂ 
471,1989,2,49,Haywoode Workman,G,Oral RobertsÂ 
472,1989,2,50,Brian Quinnett,F,Washington StateÂ 
473,1989,2,51,Mike Morrison,G,Loyola
474,1989,2,52,Greg Grant,G,Trenton StateÂ 
475,1989,2,53,Jeff Hodge,SG,South AlabamaÂ 
476,1989,2,54,Toney Mack,SG,GeorgiaÂ 
477,1990,1,1,Derrick Coleman,PF/C,Syracuse
478,1990,1,2,Gary Payton,PG,Oregon State
479,1990,1,3,Chris Jackson,PG,LSU
480,1990,1,4,Dennis Scott,SG/SF,Georgia Tech
481,1990,1,5,Kendall Gill,SG,Illinois
482,1990,1,6,Felton Spencer,C,Louisville
483,1990,1,7,Lionel Simmons,SF,La Salle
484,1990,1,8,Bo Kimble,SG,Loyola Marymount
485,1990,1,9,Willie Burton,SG,Minnesota
486,1990,1,10,Rumeal Robinson,PG,Michigan
487,1990,1,11,Tyrone Hill,PF,Xavier
488,1990,1,12,Alec Kessler,PF,Georgia
489,1990,1,13,Loy Vaught,PF,Michigan
490,1990,1,14,Travis Mays,PG,Texas
491,1990,1,15,Dave Jamerson,SG,Ohio
492,1990,1,16,Terry Mills,SF,Michigan
493,1990,1,17,Jerrod Mustaf,F/C,Maryland
494,1990,1,18,Duane Causwell,C,Temple
495,1990,1,19,Dee Brown,SG,Jacksonville
496,1990,1,20,Gerald Glass,SF/SG,Ole Miss
497,1990,1,21,Jayson Williams,PF/C,St. John's
498,1990,1,22,Tate George,SG,Connecticut
499,1990,1,23,Anthony Bonner,PF/SF,Saint Louis
500,1990,1,24,Dwayne Schintzius,C,Florida
501,1990,1,25,Alaa Abdelnaby,PF,Duke
502,1990,1,26,Lance Blanks,PG/SG,Texas
503,1990,1,27,Elden Campbell,PF/C,Clemson
504,1990,2,28,Les Jepsen,C,Iowa
505,1990,2,29,Toni KukoÄç,SF,KK SplitÂ 
506,1990,2,30,Carl Herrera,PF,Houston
507,1990,2,31,Negele Knight,G,Dayton
508,1990,2,32,Brian Oliver,G,Georgia Tech
509,1990,2,33,Walter Palmer,C/F,Dartmouth
510,1990,2,34,Kevin Pritchard,G,Kansas
511,1990,2,35,Greg Foster,F/C,UTEP
512,1990,2,36,Trevor Wilson,F,UCLA
513,1990,2,37,A.J. English,G,Virginia Union
514,1990,2,38,Jud Buechler,F/G,Arizona
515,1990,2,39,Steve Scheffler,C/F,Purdue
516,1990,2,40,Bimbo Coles,G,Virginia Tech
517,1990,2,41,Steve Bardo,G,Illinois
518,1990,2,42,Marcus Liberty,F,Illinois
519,1990,2,43,Tony Massenburg,F,Maryland
520,1990,2,44,Steve Henson,G,Kansas State
521,1990,2,45,Antonio Davis,F/C,UTEP
522,1990,2,46,Kenny Williams,F,Elizabeth City State
523,1990,2,47,Derek Strong,F,Xavier
524,1990,2,48,Cedric Ceballos,F,Cal State Fullerton
525,1990,2,49,Phil Henderson,SG,Duke
526,1990,2,50,MiloÅ¡ BabiÄ‡,C,Tennessee Tech
527,1990,2,51,Tony Smith,G,Marquette
528,1990,2,52,Stefano Rusconi,PF/C,Ranger VareseÂ 
529,1990,2,53,Abdul Shamsid-Deen,C,Providence
530,1990,2,54,Sean Higgins,G/F,Michigan
531,1991,1,1,"Johnson, Larry",PF,UNLV
532,1991,1,2,"Anderson, Kenny",PG,Georgia Tech
533,1991,1,3,"Owens, Billy",SF,Syracuse
534,1991,1,4,"Mutombo, Dikembe",C,Georgetown
535,1991,1,5,"Smith, Steve",SG,Michigan State
536,1991,1,6,"Smith, Doug",PF,Missouri
537,1991,1,7,"Longley, Luc",C,New Mexico
538,1991,1,8,"Macon, Mark",SG,Temple
539,1991,1,9,Stacey Augmon,SG/SF,UNLV
540,1991,1,10,"Williams, Brian",PF/C,Arizona
541,1991,1,11,"Brandon, Terrell",PG,Oregon
542,1991,1,12,"Anthony, Greg",PG,UNLV
543,1991,1,13,"Davis, Dale",PF,Clemson
544,1991,1,14,"King, Rich",C,Nebraska
545,1991,1,15,"Avent, Anthony",PF,Seton Hall
546,1991,1,16,"Gatling, Chris",PF,Old Dominion
547,1991,1,17,"Alexander, Victor",C,Iowa State
548,1991,1,18,"Brooks, Kevin",SF,Southwestern Louisiana
549,1991,1,19,"Smith, LaBradford",SG,Louisville
550,1991,1,20,"Turner, John",PF,Phillips
551,1991,1,21,"Murdock, Eric",PG,Providence
552,1991,1,22,"Ellis, LeRon",PF,Syracuse
553,1991,1,23,"Roberts, Stanley",C,Real Madrid
554,1991,1,24,"Fox, Rick",SF,North Carolina
555,1991,1,25,"Vandiver, Shaun",PF,Colorado
556,1991,1,26,"Randall, Mark",PF,Kansas
557,1991,1,27,"Chilcutt, Pete",PF,North Carolina
558,1991,2,28,"Lynch, Kevin",G/F,Minnesota
559,1991,2,29,"Ackles, George",C/PF,UNLV
560,1991,2,30,"Monroe, Rodney",G/F,NC State
561,1991,2,31,"Brown, Randy",PG,New Mexico State
562,1991,2,32,"Gallagher, Chad",C,Creighton
563,1991,2,33,"Hodge, Donald",C,Temple
564,1991,2,34,"Brown, Myron",G,Slippery Rock
565,1991,2,35,"Iuzzolino, Mike",G,Saint Francis (PA)
566,1991,2,36,"Corchiani, Chris",G,NC State
567,1991,2,37,"Perry, Elliot",PG,Memphis State
568,1991,2,38,"Wylie, Joe",PF,Miami (FL)
569,1991,2,39,"Oliver, Jimmy",G/F,Purdue
570,1991,2,40,"Overton, Doug",PG,La Salle
571,1991,2,41,"Green, Sean",F/G,Iona
572,1991,2,42,"Hood, Steve",SF,James Madison
573,1991,2,43,"Strothers, Lamont",G,Christopher Newport
574,1991,2,44,"TeherÃ¡n, ÃÅlvaro",C,Houston
575,1991,2,45,"Phills, Bobby",SG,Southern
576,1991,2,46,"Dumas, Richard",F,Hapoel Holon
577,1991,2,47,"Hughes, Keith",PF,Rutgers
578,1991,2,48,"Austin, Isaac",C,Arizona State
579,1991,2,49,"Sutton, Greg",G,Oral Roberts
580,1991,2,50,"Wright, Joey",SG,Texas
581,1991,2,51,"Tabak, Å_an",C,KK Split
582,1991,2,52,"Jones, Anthony",SF,Oral Roberts
583,1991,2,53,"McDade, Von",SG,Milwaukee
584,1991,2,54,"Kennedy, Marcus",PF,Eastern Michigan
585,1992,1,1,Shaquille O'Neal,C,LSUÂ 
586,1992,1,2,Alonzo Mourning,C,GeorgetownÂ 
587,1992,1,3,Christian Laettner,PF,DukeÂ 
588,1992,1,4,Jimmy Jackson,SG,Ohio StateÂ 
589,1992,1,5,LaPhonso Ellis,PF,Notre DameÂ 
590,1992,1,6,Tom Gugliotta,PF,NC StateÂ 
591,1992,1,7,Walt Williams,SF,MarylandÂ 
592,1992,1,8,Todd Day,SG,ArkansasÂ 
593,1992,1,9,Clarence Weatherspoon,PF,Southern MissÂ 
594,1992,1,10,Adam Keefe,PF,StanfordÂ 
595,1992,1,11,Robert Horry,SF,AlabamaÂ 
596,1992,1,12,Harold Miner,SG,USCÂ 
597,1992,1,13,Bryant Stith,SG,VirginiaÂ 
598,1992,1,14,Malik Sealy,SF,St. John'sÂ 
599,1992,1,15,Anthony Peeler,SG,MissouriÂ 
600,1992,1,16,Randy Woods,PG,La SalleÂ 
601,1992,1,17,Doug Christie,SG,PepperdineÂ 
602,1992,1,18,Tracy Murray,SF,UCLAÂ 
603,1992,1,19,Don MacLean,PF,UCLAÂ 
604,1992,1,20,Hubert Davis,SG,North CarolinaÂ 
605,1992,1,21,Jon Barry,SG,Georgia TechÂ 
606,1992,1,22,Oliver Miller,C,ArkansasÂ 
607,1992,1,23,Lee Mayberry,PG,ArkansasÂ 
608,1992,1,24,Latrell Sprewell,SG,AlabamaÂ 
609,1992,1,25,Elmore Spencer,C,UNLVÂ 
610,1992,1,26,Dave Johnson,SF,SyracuseÂ 
611,1992,1,27,Byron Houston,PF,Oklahoma StateÂ 
612,1992,2,28,Marlon Maxey,PF,UTEP
613,1992,2,29,P. J. Brown,PF,Louisiana Tech
614,1992,2,30,Sean Rooks,PF/C,Arizona
615,1992,2,31,Reggie Smith,C,TCU
616,1992,2,32,Brent Price,G,Oklahoma
617,1992,2,33,Corey Williams,G,Oklahoma State
618,1992,2,34,Chris Smith,G,Connecticut
619,1992,2,35,Tony Bennett,G,Wisconsinâ€“Green Bay
620,1992,2,36,Duane Cooper,G,USC
621,1992,2,37,Isaiah Morris,F,Arkansas
622,1992,2,38,Elmer Bennett,G,Notre Dame
623,1992,2,39,Litterial Green,G,Georgia
624,1992,2,40,Steve Rogers,SG/SF,Alabama State
625,1992,2,41,Popeye Jones,F,Murray State
626,1992,2,42,Matt Geiger,C,Georgia Tech
627,1992,2,43,Predrag DaniloviÄ‡,SG,"KK Partizan,Â Yugoslavia"
628,1992,2,44,Henry Williams,G,UNC-Charlotte
629,1992,2,45,Chris King,F,Wake Forest
630,1992,2,46,Robert Werdann,C,St. John's
631,1992,2,47,Darren Morningstar,C,Pittsburgh
632,1992,2,48,Brian Davis,F/G,Duke
633,1992,2,49,Ron Ellis,PF,Louisiana Tech
634,1992,2,50,Matt Fish,F,UNC-Wilmington
635,1992,2,51,Tim Burroughs,PF,Jacksonville
636,1992,2,52,Matt Steigenga,F,Michigan State
637,1992,2,53,Curtis Blair,PG,Richmond
638,1992,2,54,Brett Roberts,SF,Morehead State
639,1993,1,1,"Webber, Chris",PF/C,Michigan
640,1993,1,2,"Bradley, Shawn",C,BYU
641,1993,1,3,"Hardaway, Penny",PG/SG,Memphis State
642,1993,1,4,"Mashburn, Jamal",SF,Kentucky
643,1993,1,5,"Rider, Isaiah",SG,UNLV
644,1993,1,6,"Cheaney, Calbert",SG/SF,Indiana
645,1993,1,7,"Hurley, Bobby",PG,Duke
646,1993,1,8,"Baker, Vin",PF,Hartford
647,1993,1,9,"Rogers, Rodney",PF,Wake Forest
648,1993,1,10,"Hunter, Lindsey",PG,Jackson State
649,1993,1,11,"Houston, Allan",SG,Tennessee
650,1993,1,12,"Lynch, George",SF,North Carolina
651,1993,1,13,"Dehere, Terry",SG,Seton Hall
652,1993,1,14,"Haskin, Scott",PF,Oregon State
653,1993,1,15,"Edwards, Doug",SF,Florida State
654,1993,1,16,"Walters, Rex",SG,Kansas
655,1993,1,17,"Graham, Greg",SG,Indiana
656,1993,1,18,"Wright, Luther",C,Seton Hall
657,1993,1,19,"Earl, Acie",C,Iowa
658,1993,1,20,"Burrell, Scott",SF,Connecticut
659,1993,1,21,"Robinson, James",SG,Alabama
660,1993,1,22,"Mills, Chris",SF,Arizona
661,1993,1,23,"Johnson, Ervin",C,New Orleans
662,1993,1,24,"Cassell, Sam",PG,Florida State
663,1993,1,25,"Blount, Corie",PF,Cincinnati
664,1993,1,26,"Hammink, Geert",C,LSU
665,1993,1,27,"Mackey, Malcolm",PF,Georgia Tech
666,1993,2,28,"Harris, Lucious",PG,Long Beach State
667,1993,2,29,"Mills, Sherron",F/C,VCU
668,1993,2,30,"MureÈ™an, Gheorghe",C,Pau-Orthez
669,1993,2,31,"Burns, Evers",F,Maryland
670,1993,2,32,"Ford, Alphonso",SG,Mississippi Valley State
671,1993,2,33,"Riley, Eric",C,Michigan
672,1993,2,34,"Mee, Darnell",SG,Western Kentucky
673,1993,2,35,"Stokes, Ed",C,Arizona
674,1993,2,36,"Best, John",F/C,Tennessee Tech
675,1993,2,37,"Van Exel, Nick",PG,Cincinnati
676,1993,2,38,"McRae, Conrad",PF,Syracuse
677,1993,2,39,"Hill, Thomas",SG/SF,Duke
678,1993,2,40,"Manning, Rich",C,Washington
679,1993,2,41,"Reed, Anthony",F,Tulane
680,1993,2,42,"Jordan, Adonis",PG,Kansas
681,1993,2,43,"Grant, Josh",PF,Utah
682,1993,2,44,"Holcombe, Alex",C,Baylor
683,1993,2,45,"Russell, Bryon",SF,Long Beach State
684,1993,2,46,"PetruÅ¡ka, Richard",C,UCLA
685,1993,2,47,"Whitney, Chris",PG,Clemson
686,1993,2,48,"Thompson, Kevin",C,NC State
687,1993,2,49,"Buford, Mark",C,Mississippi Valley State
688,1993,2,50,"Nicola, Marcelo",PF,Taugres
689,1993,2,51,"Dunkley, Spencer",C,Delaware
690,1993,2,52,"Peplowski, Mike",C,Michigan State
691,1993,2,53,"White, Leonard",F,Southern
692,1993,2,54,"Wilson, Byron",SG/SF,Utah
693,1994,1,1,"Robinson, Glenn",SF,Purdue
694,1994,1,2,"Kidd, Jason",PG,California
695,1994,1,3,"Hill, Grant",SF,Duke
696,1994,1,4,"Marshall, Donyell",SF,Connecticut
697,1994,1,5,"Howard, Juwan",PF,Michigan
698,1994,1,6,"Wright, Sharone",PF/C,Clemson
699,1994,1,7,"Murray, Lamond",SF,California
700,1994,1,8,"Grant, Brian",PF,Xavier
701,1994,1,9,"Montross, Eric",C,North Carolina
702,1994,1,10,"Jones, Eddie",SG,Temple
703,1994,1,11,"Rogers, Carlos",SF,Tennessee State
704,1994,1,12,"Reeves, Khalid",PG,Arizona
705,1994,1,13,"Rose, Jalen",G/F,Michigan
706,1994,1,14,"Dare, Yinka",C,George Washington
707,1994,1,15,"Piatkowski, Eric",SG,Nebraska
708,1994,1,16,"Rozier, Clifford",PF,Louisville
709,1994,1,17,"McKie, Aaron",SG,Temple
710,1994,1,18,"Mobley, Eric",PF,Pittsburgh
711,1994,1,19,"Dumas, Tony",SG,UMKC
712,1994,1,20,"Tyler, B.J.",PG,Texas
713,1994,1,21,"Simpkins, Dickey",PF,Providence
714,1994,1,22,"Curley, Bill",PF,Boston College
715,1994,1,23,"Person, Wesley",SG,Auburn
716,1994,1,24,"Williams, Monty",SF,Notre Dame
717,1994,1,25,"Minor, Greg",SG,Louisville
718,1994,1,26,"Ward, Charlie",PG,Florida State
719,1994,1,27,"Thompson, Brooks",PG,Oklahoma State
720,1994,2,28,"Thomas, Deon",F/C,Illinois
721,1994,2,29,"Lang, Antonio",F/G,Duke
722,1994,2,30,"Eisley, Howard",PG,Boston College
723,1994,2,31,"Dent, Rodney",F/C,Kentucky
724,1994,2,32,"McIlvaine, Jim",C,Marquette
725,1994,2,33,"Alston, Derrick",F,Duquesne
726,1994,2,34,"Nickerson, Gaylon",G,Northwestern Oklahoma State
727,1994,2,35,"Smith, Michael",F,Providence
728,1994,2,36,"Fetisov, Andrei",F,Forum Valladolid
729,1994,2,37,"Wingfield, Dontonio",F,Cincinnati
730,1994,2,38,"Hancock, Darrin",G/F,Kansas
731,1994,2,39,"Miller, Anthony",F,Michigan State
732,1994,2,40,"Webster, Jeff",F,Oklahoma
733,1994,2,41,"Njoku, William",PF,St. Mary's (Canada)
734,1994,2,42,"Collier, Gary",SF,Tulsa
735,1994,2,43,"Scott, Shawnelle",C,St. John's
736,1994,2,44,"Bailey, Damon",G,Indiana
737,1994,2,45,"Morton, Dwayne",F,Louisville
738,1994,2,46,"Lenard, Voshon",SG,Minnesota
739,1994,2,47,"Watson, Jamie",F,South Carolina
740,1994,2,48,"Crudup, Jevon",F/C,Missouri
741,1994,2,49,"Bruton, Kris",SF,Benedict
742,1994,2,50,"Claxton, Charles",C,Georgia
743,1994,2,51,"Funderburke, Lawrence",PF,Ohio State
744,1994,2,52,"Goldwire, Anthony",PG,Houston
745,1994,2,53,"Burditt, Albert",PF,Texas
746,1994,2,54,"RebraÄça, Å_eljko",C,KK Partizan
747,1995,1,1,"Smith, Joe",PF,Maryland
748,1995,1,2,"McDyess, Antonio",PF,Alabama
749,1995,1,3,"Stackhouse, Jerry",SG,North Carolina
750,1995,1,4,"Wallace, Rasheed",PF,North Carolina
751,1995,1,5,"Garnett, Kevin",PF,Farragut Academy HS
752,1995,1,6,"Reeves, Bryant",C,Oklahoma State
753,1995,1,7,"Stoudamire, Damon",PG,Arizona
754,1995,1,8,"Respert, Shawn",SG,Michigan State
755,1995,1,9,"O'Bannon, Ed",SF,UCLA
756,1995,1,10,"Thomas, Kurt",PF/C,TCU
757,1995,1,11,"Trent, Gary",PF,Ohio
758,1995,1,12,"Parks, Cherokee",C,Duke
759,1995,1,13,"Williamson, Corliss",PF,Arkansas
760,1995,1,14,"Williams, Eric",SF,Providence
761,1995,1,15,"Barry, Brent",SG,Oregon State
762,1995,1,16,"Henderson, Alan",PF,Indiana
763,1995,1,17,"Sura, Bob",SG,Florida State
764,1995,1,18,"Ratliff, Theo",PF/C,Wyoming
765,1995,1,19,"Childress, Randolph",PG,Wake Forest
766,1995,1,20,"Caffey, Jason",PF,Alabama
767,1995,1,21,"Finley, Michael",SF/SG,Wisconsin
768,1995,1,22,"Zidek, George",C,UCLA
769,1995,1,23,"Best, Travis",PG,Georgia Tech
770,1995,1,24,"Meyer, Loren",PF,Iowa State
771,1995,1,25,"Vaughn, David",PF/C,Memphis
772,1995,1,26,"Ford, Sherell",PF,UIC
773,1995,1,27,"Bennett, Mario",PF,Arizona State
774,1995,1,28,"Ostertag, Greg",C,Kansas
775,1995,1,29,"Alexander, Cory",PG,Virginia
776,1995,2,30,"Roe, Lou",F,UMass
777,1995,2,31,"TarlaÄ‡, Dragan",C,Olympiakos
778,1995,2,32,"Rencher, Terrence",G,Texas
779,1995,2,33,"Burrough, Junior",F,Virginia
780,1995,2,34,"DeClercq, Andrew",PF/C,Florida
781,1995,2,35,"King, Jimmy",G,Michigan
782,1995,2,36,"Moten, Lawrence",G,Syracuse
783,1995,2,37,"King, Frankie",G,Western Carolina
784,1995,2,38,"Griffith, Rashard",C,Wisconsin
785,1995,2,39,"Marshall, Donny",F,Connecticut
786,1995,2,40,"Whitfield, Dwayne",F,Jackson State
787,1995,2,41,"Meek, Erik",C,Duke
788,1995,2,42,"Boyce, Donnie",G,Colorado
789,1995,2,43,"Snow, Eric",PG,Michigan State
790,1995,2,44,"Pelle, Anthony",C,Fresno State
791,1995,2,45,"Brown, Troy",F/C,Providence
792,1995,2,46,"Banks, George",F,UTEP
793,1995,2,47,"Edney, Tyus",PG,UCLA
794,1995,2,48,"Davis, Mark",G/F,Texas Tech
795,1995,2,49,"Allen, Jerome",G,Pennsylvania
796,1995,2,50,"Lewis, Martin",F,Seward County
797,1995,2,51,"Bodiroga, Dejan",SF,Olimpia (Stefanel) Milano
798,1995,2,52,"Hoiberg, Fred",SG,Iowa State
799,1995,2,53,"Popa, Constantin",C,Miami (Florida)
800,1995,2,54,"Zukauskas, Eurelijus",C,NeptÅ«nas KlaipÄ—da
801,1995,2,55,"McDonald, Michael",C,New Orleans
802,1995,2,56,"Carr, Chris",G,Southern Illinois
803,1995,2,57,"Martin, Cuonzo",G/F,Purdue
804,1995,2,58,"Reid, Don",F,Georgetown
805,1996,1,1,"Iverson, Allen",G,Georgetown
806,1996,1,2,"Camby, Marcus",C,Massachusetts
807,1996,1,3,"Abdur-Rahim, Shareef",F,California
808,1996,1,4,"Marbury, Stephon",G,Georgia Tech
809,1996,1,5,"Allen, Ray",G,Connecticut
810,1996,1,6,"Walker, Antoine",F,Kentucky
811,1996,1,7,"Wright, Lorenzen",C,Memphis
812,1996,1,8,"Kittles, Kerry",G,Villanova
813,1996,1,9,"Walker, Samaki",F,Louisville
814,1996,1,10,"Dampier, Erick",C,Mississippi State
815,1996,1,11,"Fuller, Todd",C,NC State
816,1996,1,12,"Potapenko, Vitaly",C,Wright State
817,1996,1,13,"Bryant, Kobe",G,Lower Merion HS
818,1996,1,14,"StojakoviÄ‡, Peja",F,PAOK
819,1996,1,15,"Nash, Steve",G,Santa Clara
820,1996,1,16,"Delk, Tony",G,Kentucky
821,1996,1,17,"O'Neal, Jermaine",F/C,Eau Claire HS
822,1996,1,18,"Wallace, John",F,Syracuse
823,1996,1,19,"McCarty, Walter",F,Kentucky
824,1996,1,20,"Ilgauskas, Å_ydrÅ«nas",C,Atletas Kaunas
825,1996,1,21,"Jones, Dontae",F,Mississippi State
826,1996,1,22,"Rogers, Roy",F,Alabama
827,1996,1,23,"Rentzias, Efthimios",C,PAOK
828,1996,1,24,"Fisher, Derek",G,Arkansas-Little Rock
829,1996,1,25,"MÃ_Ã_rsepp, Martin",F,Tallinna Kalev
830,1996,1,26,"Williams, Jerome",F,Georgetown
831,1996,1,27,"Evans, Brian",F,Indiana
832,1996,1,28,"Lauderdale, Priest",C,Peristeri
833,1996,1,29,"Knight, Travis",C,Connecticut
834,1996,2,30,"Harrington, Othella",F/C,Georgetown
835,1996,2,31,"Hendrickson, Mark",G,Washington State
836,1996,2,32,"Minor, Ryan",G,Oklahoma
837,1996,2,33,"Norris, Moochie",G,West Florida
838,1996,2,34,"Harvey, Shawn",G,West Virginia State
839,1996,2,35,"Blair, Joseph",C,Arizona
840,1996,2,36,"Sheffer, Doron",G,Connecticut
841,1996,2,37,"McInnis, Jeff",G,North Carolina
842,1996,2,38,"Hamer, Steve",C,Tennessee
843,1996,2,39,"Millard, Russ",F,Iowa
844,1996,2,40,"Mann, Marcus",F,Mississippi Valley State
845,1996,2,41,"Sasser, Jason",F,Texas Tech
846,1996,2,42,"Livingston, Randy",G,LSU
847,1996,2,43,"Davis, Ben",F,Arizona
848,1996,2,44,"Rose, Malik",F,Drexel
849,1996,2,45,"Vogel, Joe",C,Colorado State
850,1996,2,46,"Brown, Marcus",G,Murray State
851,1996,2,47,"Riley, Ron",G/F,Arizona State
852,1996,2,48,"Feick, Jamie",F,Michigan State
853,1996,2,49,"McCaskill, Amal",C,Marquette
854,1996,2,50,"Bell, Terrell",C,Georgia
855,1996,2,51,"Robinson, Chris",G,Western Kentucky
856,1996,2,52,"Pope, Mark",F,Kentucky
857,1996,2,53,"Nordgaard, Jeff",F,Wisconsinâ€“Green Bay
858,1996,2,54,"Anderson, Shandon",F,Georgia
859,1996,2,55,"Henderson, Ronnie",G,LSU
860,1996,2,56,"Geary, Reggie",G,Arizona
861,1996,2,57,"Barry, Drew",G,Georgia Tech
862,1996,2,58,"Robinson, Darnell",F,Arkansas
863,1997,1,1,Tim Duncan,PF/C,Wake Forest
864,1997,1,2,"Van Horn, Keith",PF,Utah
865,1997,1,3,"Billups, Chauncey",PG,Colorado
866,1997,1,4,"Daniels, Antonio",PG,Bowling Green
867,1997,1,5,"Battie, Tony",C/F,Texas Tech
868,1997,1,6,"Mercer, Ron",SF,Kentucky
869,1997,1,7,"Thomas, Tim",SF,Villanova
870,1997,1,8,"Foyle, Adonal",C,Colgate
871,1997,1,9,"McGrady, Tracy",SG/SF,Mt. Zion Christian Academy
872,1997,1,10,"Fortson, Danny",PF,Cincinnati
873,1997,1,11,"Abdul-Wahad, Tariq",SF,San Jose State
874,1997,1,12,"Croshere, Austin",PF,Providence
875,1997,1,13,"Anderson, Derek",SG,Kentucky
876,1997,1,14,"Taylor, Maurice",PF,Michigan
877,1997,1,15,"Cato, Kelvin",C,Iowa State
878,1997,1,16,"Knight, Brevin",PG,Stanford
879,1997,1,17,"Taylor, Johnny",PF,Chattanooga
880,1997,1,18,"Anstey, Chris",PF,SE Melbourne Magic
881,1997,1,19,"Pollard, Scot",C,Kansas
882,1997,1,20,"Grant, Paul",C,Wisconsin
883,1997,1,21,"Parker, Anthony",SG,Bradley
884,1997,1,22,"Gray, Ed",PG/SG,California
885,1997,1,23,"Jackson, Bobby",PG,Minnesota
886,1997,1,24,"Rhodes, Rodrick",SG,USC
887,1997,1,25,"Thomas, John",C,Minnesota
888,1997,1,26,"Smith, Charles",SG,New Mexico
889,1997,1,27,"Vaughn, Jacque",PG,Kansas
890,1997,1,28,"Booth, Keith",SF,Maryland
891,1997,2,29,"Zwikker, Serge",C,North Carolina
892,1997,2,30,"Sanford, Mark",SF/PF,Washington
893,1997,2,31,"O'Bannon, Charles",PG,UCLA
894,1997,2,32,"Cotton, James",SF,Long Beach State
895,1997,2,33,"MiliÄç, Marko",PG/SG,Smelt Olimpija
