player_id,player_id,year,round,pick,Player,Class,Pos,School,Conf_x,G,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team_Rk,W,L,BPI Off,BPI Def,BPI,Player_Rank,Outside100,Height,Weight
42,42,2012,1,30,Festus Ezeli,SR,C,Vanderbilt,SEC,26,23.2,3.4,6.3,3.4,6.3,0,0,3.2,5.3,2.4,3.5,5.9,0.3,0.4,2,2.2,3.2,10.1,18,25,11,8.2,4.4,12.6,0,1,83,255
43,43,2012,1,12,Jeremy Lamb,SO,G,Connecticut,Big East,34,37.2,6.4,13.4,4.3,7.1,2.1,6.2,2.9,3.6,0.9,3.9,4.9,1.7,1.2,0.6,2,1.7,17.7,39,20,14,4.3,5.2,9.5,0,1,76,175
44,44,2015,2,41,Pat Connaughton,SR,G,Notre Dame,ACC,38,35.6,4.4,9.4,1.9,3.6,2.4,5.8,1.3,1.7,1.1,6.3,7.4,1.5,0.7,0.9,1.2,2,12.5,11,32,6,13,2.8,15.8,0,1,76,190
45,45,2011,1,10,Jimmer Fredette,SR,G,Brigham Young,MWC,37,35.8,9.4,20.7,6,12.2,3.4,8.5,6.8,7.6,0.6,2.8,3.4,4.3,1.3,0,3.5,1.3,28.9,13,32,5,13.2,0.8,14,0,1,74,185
46,46,2011,1,30,Jimmy Butler,SR,G,Marquette,Big East,37,34.6,5.1,10.3,4.5,8.8,0.5,1.6,5.1,6.5,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,30,22,15,8.1,3,11.1,0,1,78,215
47,47,2014,2,33,Joe Harris,JR,G,Virginia,ACC,35,32.5,5.5,11.7,3.3,6.5,2.2,5.2,3.2,4.3,0.9,3.2,4,2.2,0.9,0.5,2,2.3,16.3,5,30,7,0.2,16.1,16.4,0,1,77,195
48,48,2014,2,46,Jordan Clarkson,JR,G,Missouri,SEC,35,35.1,6,13.3,5.1,10.1,0.9,3.3,4.6,5.6,0.8,3,3.8,3.4,1.1,0.2,2.7,2.2,17.5,55,23,12,6.1,1.9,8,0,1,76,175
49,49,2011,2,36,Jordan Williams,SO,F,Maryland,ACC,33,32.5,6.5,12,6.5,12,0,0,4,6.9,3.7,8.1,11.8,0.6,0.7,1.4,1.6,2.4,16.9,24,19,14,8.2,3.6,11.9,0,1,82,240
50,50,2017,2,34,Frank Mason III,SR,G,Kansas,Big 12,36,36.1,6.7,13.7,4.4,8.8,2.3,4.8,5.3,6.6,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2,20.9,4,31,5,12.1,6.3,18.4,0,1,72,170
51,51,2015,2,40,Josh Richardson,SR,G,Tennessee,SEC,32,36.3,5.8,12.5,4.3,8.5,1.4,4,3.1,3.9,0.9,3.6,4.5,3.6,2.1,0.5,2.7,2.5,16,99,16,16,-0.3,4.8,4.5,0,1,77,185
52,52,2011,2,32,Justin Harper,SR,F,Richmond,A-10,37,31.8,6.6,12.4,4.5,7.8,2.1,4.6,2.5,3.2,1.7,5.2,6.9,1.2,0.6,1.2,1.5,2.2,17.9,40,29,8,2.8,7.4,10.2,0,1,80,195
53,53,2014,2,32,K.J. McDaniels,JR,F,Clemson,ACC,36,33.7,5.8,12.6,4.6,8.8,1.2,3.8,4.3,5.1,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,17.1,42,23,13,-4,13.2,9.2,0,1,78,190
54,54,2016,2,54,Kay Felder,JR,G,Oakland,Horizon,35,36.7,7.7,17.5,5.5,11.4,2.2,6.1,6.8,8.1,0.7,3.5,4.3,9.3,2,0.2,3.4,3,24.4,73,23,12,11.8,-5.3,6.5,0,1,69,165
55,55,2011,2,48,Keith Benson,SR,C,Oakland,Summit,35,32.4,6.6,12.1,6.3,11.4,0.3,0.7,4.5,7,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,69,25,10,13.4,-6.1,7.3,0,1,82,205
56,56,2011,1,22,Kenneth Faried,SR,F,Morehead State,OVC,35,34.7,6.7,10.7,6.7,10.7,0,0,4,6.9,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,86,24,10,-0.1,5.1,5,0,1,78,185
57,57,2012,2,47,Kevin Murphy,SR,G,Tennessee Tech,OVC,33,34.5,7.2,16.3,4.8,10.5,2.4,5.8,3.8,5.2,0.9,4.3,5.2,2.3,0.8,0.2,3.3,2.2,20.6,213,19,14,1.8,-4.5,-2.6,0,1,78,185
58,58,2012,2,44,Kim English,SR,G,Missouri,Big 12,35,33.6,4.9,9.4,2.7,4.5,2.2,4.9,2.5,3.4,0.9,3.4,4.2,1.6,1.3,0.3,1.7,2.4,14.5,8,30,5,14,1.9,15.9,0,1,77,180
59,59,2012,2,59,Marcus Denmon,SR,G,Missouri,Big 12,35,34.6,5.7,12.4,2.9,5.5,2.8,6.9,3.4,3.8,1,4,5,2.1,1.5,0,1.2,1,17.7,8,30,5,14,1.9,15.9,0,1,73,170
60,60,2012,2,49,Kyle O'Quinn,SR,C,Norfolk State,MEAC,36,31.3,5.7,9.9,5.5,9.1,0.2,0.9,4.3,6.2,3.2,7.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9,210,26,10,-1.1,-1.3,-2.5,0,1,81,225
61,61,2017,1,7,Lauri Markkanen,FR,F,Arizona,Pac-12,37,30.8,5,10.2,3.1,5.8,1.9,4.4,3.7,4.4,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2,15.6,22,32,5,8.8,5.9,14.7,0,1,83,220
62,62,2017,2,53,Kadeem Allen,SO,G,Arizona,Pac-12,34,30,3.1,6.9,2.2,4.7,0.9,2.2,2.5,3.4,0.4,3.7,4,3,1.6,0.6,1.9,2.4,9.8,22,32,5,8.8,5.9,14.7,0,1,75,170
63,63,2011,2,50,Lavoy Allen,SR,F,Temple,A-10,33,33.9,4.7,9.7,4.5,9.2,0.2,0.5,2.1,3,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,33,26,8,4.1,6.6,10.7,0,1,81,225
64,64,2011,1,14,Marcus Morris,JR,F,Kansas,Big 12,38,28.3,6.3,11.1,5.6,9.1,0.7,2,3.9,5.7,2.6,5,7.6,1.6,0.8,0.6,1.8,2.6,17.2,2,35,3,13.3,6.5,19.8,0,1,81,215
65,65,2011,1,13,Markieff Morris,JR,F,Kansas,Big 12,38,24.4,5.1,8.7,4.5,7.2,0.7,1.6,2.7,4,2.7,5.6,8.3,1.4,0.8,1.1,2.1,2.8,13.6,2,35,3,13.3,6.5,19.8,0,1,81,230
66,66,2014,2,44,Markel Brown,SR,G,Oklahoma State,Big 12,34,35.3,5.6,11.8,4,7.6,1.6,4.3,4.4,5.7,1.1,4.2,5.3,2.9,1,1,1.6,2.5,17.2,17,21,13,10.3,3.8,14.1,0,1,76,185
67,67,2015,2,45,Marcus Thornton,SR,G,William & Mary,CAA,33,36.7,6.5,14.3,3.4,6.6,3.1,7.7,3.8,4.6,0.3,2.5,2.8,2.9,0.6,0.1,2.3,1.1,20,97,20,13,5.2,-0.7,4.5,0,1,76,195
68,68,2011,1,25,Marshon Brooks,SR,G,Providence,Big East,32,36.5,8.6,17.8,6.5,11.7,2.1,6.2,5.3,6.8,2.3,4.8,7,2.5,1.5,1.2,3.1,2.5,24.6,102,15,17,8,-3.9,4.1,0,1,77,175
69,69,2013,2,44,Mike Muscala,SR,F,Bucknell,Patriot,34,31.7,6.7,13.1,6.6,12.6,0.1,0.5,5.3,6.7,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,55,28,6,0.5,7.4,7.9,0,1,79,215
70,70,2012,2,43,Mike Scott,SR,G,Fairleigh Dickinson,NEC,29,37.2,4.3,11.4,2.2,6.1,2.1,5.3,4.2,5.1,1,4.2,5.2,4.4,1.6,0.2,3.6,3.3,14.9,27,22,10,-3.1,14,11,0,1,79,220
71,71,2013,2,38,Nate Wolters,SR,G,South Dakota State,Summit,33,38.1,7.3,15.1,5.4,10,1.9,5.1,5.7,7,1.1,4.5,5.6,5.8,1.7,0.1,2.3,1.5,22.3,88,25,10,4.8,-0.2,4.7,0,1,75,185
72,72,2011,1,28,Norris Cole,SR,G,Cleveland State,Horizon,36,35.7,7,15.9,5.6,11.8,1.4,4.1,6.3,7.4,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,70,27,9,2.1,4.5,6.6,0,1,71,165
73,73,2015,2,42,Olivier Hanlan,JR,G,Boston College,ACC,32,37.6,7,15.5,5,9.8,2,5.8,3.4,4.5,0.8,3.5,4.2,4.2,1.3,0,2.7,2.1,19.5,95,13,19,2.2,2.4,4.6,0,1,75,185
74,74,2012,2,36,Orlando Johnson,SR,G,UC-Santa Barbara,Big West,31,34.4,6.7,14.8,4.4,9.5,2.3,5.3,4.1,5.9,1.7,4.1,5.8,2.9,1.1,0.7,2.5,1.8,19.7,93,20,11,3.8,0.9,4.7,0,1,77,205
75,75,2016,1,27,Pascal Siakam,SO,F,New Mexico State,WAC,34,34.6,8.1,15,8,14.6,0.1,0.4,4,5.9,3.9,7.7,11.6,1.7,1,2.2,2,2.7,20.3,113,23,11,-2.7,6,3.3,0,1,80,210
76,76,2016,2,38,Patrick McCaw,SO,G,Nevada-Las Vegas,MWC,33,33.7,5.1,10.9,3,5.3,2.1,5.6,2.5,3.2,1.2,4,5.1,3.9,2.5,0.4,2.1,2.2,14.7,95,18,15,5.5,-0.7,4.8,0,1,77,180
77,77,2013,2,42,Pierre Jackson,SR,G,Baylor,Big 12,36,34.8,6,14.1,3.6,7.3,2.4,6.8,5.3,6.7,0.7,3.1,3.8,7.1,1.5,0,3.4,2.2,19.8,28,23,14,9,2.3,11.3,0,1,71,170
78,78,2012,2,37,Quincy Acy,SR,F,Baylor,Big 12,38,29.7,4.2,7.2,4.1,7.1,0.1,0.1,3.6,4.6,2.6,4.8,7.4,1,0.9,1.8,1.9,3.1,12,17,30,8,8.9,3.8,12.7,0,1,80,220
79,79,2015,1,28,R.J. Hunter,JR,G,Georgia State,Sun Belt,35,37,5.8,14.7,3.5,7.2,2.3,7.5,5.8,6.6,0.8,3.9,4.7,3.6,2.1,1,2.2,2.4,19.7,57,25,10,4,3.6,7.7,0,1,77,180
80,80,2014,2,47,Russ Smith,SR,G,Louisville,AAC,37,29.3,6.1,13,4.2,8.1,1.9,4.9,4.1,5.9,0.8,2.5,3.3,4.6,2,0.1,2.8,2.5,18.2,1,31,6,10.7,9.4,20.1,0,1,73,160
81,81,2014,2,55,Semaj Christon,SO,G,Xavier,Big East,34,35.3,5.9,12.4,5.4,10.9,0.6,1.4,4.6,6.9,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17,39,21,13,5.1,4.5,9.6,0,1,74,180
82,82,2017,2,46,Sterling Brown,SR,G,Southern Methodist,AAC,35,32.7,4.6,10,2.9,6.1,1.7,3.9,2.5,3.1,1.6,4.9,6.5,3,1.4,0.5,2,2.6,13.4,17,30,5,10.3,5.2,15.5,0,1,76,180
83,83,2013,1,18,Shane Larkin,SO,G,Miami (FL),ACC,36,36.4,5.1,10.6,3.2,5.9,1.9,4.7,2.4,3.1,0.5,3.4,3.8,4.6,2,0.1,2.3,1.6,14.5,15,29,7,4.7,9.3,14,0,1,71,160
84,84,2011,2,34,Shelvin Mack,JR,G,Butler,Horizon,38,32.1,5.3,13,3,6.5,2.3,6.5,3.2,4.1,0.7,3.8,4.5,3.4,0.8,0.1,2.4,1.7,16,41,28,10,5,5.2,10.2,0,1,74,175
85,85,2014,2,38,Spencer Dinwiddie,SO,G,Colorado,Pac-12,33,32.5,3.9,9.5,2.5,5.3,1.4,4.2,6,7.3,0.3,2.9,3.2,3,1.3,0.5,2.2,2,15.3,74,23,12,2.5,4.2,6.7,0,1,75,160
86,86,2013,1,20,Tony Snell,JR,G,New Mexico,MWC,35,31.2,4.1,9.7,2.3,5.1,1.8,4.7,2.5,2.9,0.4,2.2,2.6,2.9,0.8,0.5,2.1,1.3,12.5,41,29,6,3.9,6,10,0,1,79,190
87,87,2015,2,51,Tyler Harvey,JR,G,Eastern Washington,Big Sky,32,36.9,7.2,15.3,3.2,6,4,9.3,4.7,5.5,0.6,3,3.6,2.6,1.1,0.1,2,1.9,23.1,120,26,9,9.9,-7,2.9,0,1,76,150
88,88,2014,2,59,Xavier Thames,SR,G,San Diego State,MWC,36,31.3,5.2,12.7,3.5,8.2,1.7,4.5,5.4,6.5,0.6,2.3,2.9,3.2,1.6,0.1,1.4,2,17.6,21,31,5,1.8,11.5,13.3,0,1,75,160
89,89,2017,1,16,Justin Patton,FR,C,Creighton,Big East,35,25.3,5.7,8.5,5.5,8,0.2,0.4,1.3,2.5,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9,27,25,10,8.1,3.9,12,0,1,82,205
90,90,2017,1,23,OG Anunoby,SO,F,Indiana,Big Ten,16,25.1,4.3,7.6,3.4,4.8,0.9,2.8,1.7,3,1.8,3.7,5.4,1.4,1.3,1.3,1.6,2.1,11.1,32,18,16,7.5,3.2,10.6,0,1,79,210
91,91,2017,2,33,Wes Iwundu,SR,F,Kansas State,Big 12,35,31.4,4.3,9,3.4,6.5,0.9,2.4,3.5,4.5,1,5.3,6.3,3.5,1,0.3,2.3,1.8,13,37,21,14,5.1,5.1,10.2,0,1,79,190
92,92,2017,1,27,Kyle Kuzma,JR,F,Utah,Pac-12,29,30.8,6.3,12.4,5.3,9.6,0.9,2.9,2.9,4.4,2.8,6.6,9.3,2.4,0.6,0.5,2.1,1.6,16.4,59,20,12,4.2,3.4,7.7,0,1,81,190
93,93,2017,1,19,John Collins,SO,F,Wake Forest,ACC,33,26.6,7.1,11.4,7.1,11.4,0,0,5,6.7,3.8,6.1,9.8,0.5,0.6,1.6,1.8,3,19.2,30,19,14,10.1,0.7,10.7,0,1,80,221
94,94,2016,1,12,Taurean Prince,SR,F,Baylor,Big 12,34,30.6,5.5,12.7,3.9,8.4,1.6,4.3,3.3,4.3,2.4,3.7,6.1,2.3,1.3,0.7,2.7,2.5,15.9,29,22,12,7.5,4.3,11.8,0,1,79,210
95,95,2016,1,17,Wade Baldwin IV,SO,G,Vanderbilt,SEC,33,30.4,4.1,9.6,2.8,6.5,1.2,3.1,4.7,5.9,0.4,3.6,4,5.2,1.2,0.3,2.8,2.6,14.1,17,19,14,6,7.6,13.6,0,1,74,180
96,96,2016,2,52,Joel Bolomboy,SR,C,Weber State,Big Sky,33,31.5,5.8,10.2,5.2,8.5,0.6,1.7,4.8,6.9,3.3,9.3,12.6,1.1,0.7,1.2,2.4,2.2,17.1,120,26,9,0.1,2.7,2.8,0,1,79,210
97,97,2015,2,37,Richaun Holmes,JR,F,Bowling Green,MAC,31,28.8,5.3,9.5,4.7,8.1,0.6,1.4,3.5,4.9,2.8,5.2,8,0.8,0.7,2.7,1.9,2.5,14.7,129,21,12,-1.1,3.4,2.3,0,1,80,215
98,98,2015,2,55,Cady Lalanne,SR,F,Massachusetts,A-10,32,29,4.3,7.8,4.2,7.3,0.1,0.6,2.8,4.5,3.4,6.1,9.5,0.3,0.6,1.9,2.5,2.7,11.6,96,17,15,4.6,0.1,4.6,0,1,80,210
99,99,2015,2,38,Darrun Hilliard,SR,G,Villanova,Big East,35,28.8,4.9,11,2.6,5.2,2.3,5.8,2.3,2.9,0.5,2.7,3.1,2.1,1.8,0.3,1.2,2.2,14.3,6,33,3,10.8,8.5,19.3,0,1,77,185
100,100,2015,1,27,Larry Nance Jr.,SR,F,Wyoming,MWC,31,34.9,6,11.6,5.5,10.3,0.5,1.4,3.7,4.7,1.4,5.8,7.2,2.5,1.2,1.2,2.3,2.2,16.1,119,25,10,-4.8,7.7,2.9,0,1,79,195
101,101,2014,2,50,Alec Brown,SR,F,Green Bay,Horizon,30,30.3,5.5,11.6,4.1,8.2,1.4,3.3,2.9,4,2.1,3.6,5.7,1,0.5,3.1,2.2,2.2,15.3,79,24,7,1.8,4.2,6,0,1,84,205
102,102,2014,2,56,Devyn Marble,SR,G,Iowa,Big Ten,33,30.2,5.5,13.2,4,8.7,1.6,4.5,4.3,6,0.8,2.4,3.2,3.6,1.8,0.2,1.7,1.9,17,18,20,13,12.4,1.7,14.1,0,1,78,200
103,103,2014,2,34,Cleanthony Early,SO,F,Wichita St. ,MVC,36,27.4,5.2,10.7,3.4,5.8,1.8,4.9,4.2,5,1.3,4.6,5.9,0.8,0.8,0.8,1.9,2.3,16.4,14,35,1,5.4,9.2,14.6,0,1,79,220
104,104,2013,1,26,Andre Roberson,JR,F,Colorado,Pac-12,31,33.4,4.3,8.9,3.6,7,0.6,1.9,1.7,3.2,3,8.2,11.2,1.4,2.2,1.3,2.4,2.5,10.9,68,21,12,2.5,4.6,7.1,0,1,78,190
105,105,2013,2,53,Colton Iverson,SR,F,Colorado St.,MWC,35,29.5,5.2,8.8,5.2,8.8,0,0,3.7,6.3,3.3,6.4,9.8,1.3,0.6,0.7,2,2.6,14.2,49,26,9,6.7,1.8,8.6,0,1,82,260
106,106,2013,1,13,Kelly Olynyk,JR,F,Gonzaga,WCC,32,26.4,6.7,10.7,6.4,9.8,0.3,0.9,4.1,5.3,2.4,4.9,7.3,1.7,0.7,1.1,2.4,2.3,17.8,7,32,3,10.7,5.6,16.4,0,1,82,215
107,107,2013,1,2,Victor Oladipo,JR,G,Indiana,Big Ten,36,28.4,5.1,8.4,4.2,6.6,0.8,1.9,2.7,3.6,2.6,3.7,6.3,2.1,2.2,0.8,2.3,2.5,13.6,3,29,7,13.8,6.4,20.2,0,1,77,190
108,108,2013,1,5,Alex Len,SO,C,Maryland,ACC,38,26.4,4.6,8.5,4.5,8.3,0,0.2,2.8,4,2.9,5,7.8,1,0.2,2.1,1.6,2.7,11.9,52,25,13,4.3,3.9,8.1,0,1,85,225
109,109,2013,2,54,Arsalan Kazemi,SR,F,Oregon,Pac-12,35,29,3.2,5.4,3.2,5.4,0,0,2.9,4.3,2.8,7.2,10,1.4,2,0.7,1.5,1.9,9.4,46,28,9,6.4,2.4,8.8,0,1,80,190
110,110,2013,2,41,Jamaal Franklin,JR,G,San Diego State,MWC,32,33.1,5.2,12.5,3.9,7.9,1.3,4.6,5.3,6.8,1.8,7.8,9.5,3.3,1.6,0.8,3.4,2.6,16.9,34,23,11,4.8,6,10.8,0,1,77,190
111,111,2012,2,33,Bernard James,SO,C,Florida State,ACC,35,28,4.5,7.4,4.5,7.4,0,0,1.8,3.3,3.1,5,8.1,0.5,0.7,2.3,2.1,1.9,10.8,21,25,10,4.5,7.4,11.9,0,1,82,240
112,112,2012,2,60,Robert Sacre,SR,C,Gonzaga,WCC,33,26.3,3.5,6.9,3.5,6.9,0,0.1,4.5,6,2,4.3,6.3,0.7,0.4,1.4,1.8,2.2,11.6,25,26,7,6.8,4.4,11.2,0,1,84,250
113,113,2012,2,45,Justin Hamilton,JR,F,LSU,SEC,33,30,4.8,9.7,4.7,9.3,0.1,0.4,3.2,4.2,3.3,3.9,7.2,0.9,0.8,1.3,1.7,2.5,12.9,98,18,15,0,4.6,4.6,0,1,83,229
114,114,2012,1,19,Andrew Nicholson,SR,F,St. Bonaventure,A-10,32,30.1,6.9,12,6.2,10.4,0.7,1.7,4,5.2,2.6,5.8,8.4,1,0.7,2,2.5,2.8,18.5,57,20,12,3.5,3.9,7.4,0,1,82,235
115,115,2011,2,37,Trey Thompkins,JR,F,Georgia,SEC,30,31.2,6.5,13.4,5.7,11,0.8,2.5,2.7,4,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,47,21,12,3.5,5.8,9.4,0,1,82,230
116,116,2011,2,47,Travis Leslie,JR,G,Georgia,SEC,33,32.2,5.4,10.9,5,9.6,0.4,1.3,3.3,4.1,3.2,4,7.2,2.9,1.2,0.6,2.2,1.9,14.4,47,21,12,3.5,5.8,9.4,0,1,76,185
117,117,2011,1,16,Nikola Vucevic,JR,C,USC,Pac-12,34,34.9,6.3,12.5,5.5,10.1,0.9,2.4,3.6,4.8,2.9,7.4,10.3,1.6,0.5,1.4,1.7,2.8,17.1,58,19,15,-0.6,8.4,7.9,0,1,82,230
118,118,2011,2,41,Darius Morris,SO,G,Michigan,Big Ten,35,34.8,5.7,11.7,5.3,9.9,0.5,1.8,3.1,4.3,0.9,3.1,4,6.7,1,0,2.9,2.1,15,49,21,14,1.4,7.7,9.1,100,0,76,190
119,119,2016,1,14,Denzel Valentine,JR,G,Michigan State,Big Ten,39,33.2,5.1,11.4,2.4,5.1,2.6,6.3,1.8,2.2,1.2,5.1,6.3,4.3,0.9,0.2,2.4,2.2,14.5,3,29,6,10.5,8.1,18.6,98,0,77,205
120,120,2015,2,43,Joseph Young,SR,G,Oregon,Pac-12,36,36.7,7.4,16.4,4.8,9.4,2.5,7.1,3.4,3.7,0.5,3.9,4.4,3.8,1.1,0,2.4,1.4,20.7,116,26,10,7.1,-3.5,3.6,98,0,74,180
121,121,2015,1,19,Jerian Grant,SR,G,Notre Dame,ACC,38,37.1,5.4,11.2,4.1,7.1,1.3,4.2,4.5,5.7,0.3,2.7,3,6.7,1.7,0.5,2.2,2,16.5,11,32,6,13,2.8,15.8,96,0,76,175
122,122,2017,2,59,Jaron Blossomgame,SR,F,Clemson,ACC,33,34.3,6.7,13.4,5.9,10.5,0.7,2.8,3.6,5.1,1.8,4.5,6.3,1.5,0.8,0.9,1.7,1.6,17.7,39,17,16,6.6,3.5,10,95,0,79,200
123,123,2014,2,48,Lamar Patterson,SR,G,Pittsburgh,ACC,36,32.6,5.6,12.7,3.4,7,2.2,5.7,3.7,4.9,1,3.9,4.9,4.3,1.4,0.3,2.6,2,17.1,10,26,10,7.1,8.3,15.4,94,0,77,200
124,124,2011,1,24,Reggie Jackson,JR,G,Boston College,ACC,34,34.1,6.4,12.8,4.4,7.8,2.1,5,3.2,4,1,3.3,4.3,4.5,1.1,0.5,2.4,1.7,18.2,72,21,13,6.4,-0.1,6.3,94,0,75,165
125,125,2013,1,24,Tim Hardaway Jr.,JR,G,Michigan,Big Ten,38,34.8,5.3,12.1,3.4,7,1.9,5.1,2,2.9,0.2,4.4,4.7,2.4,0.7,0.4,1.9,1.9,14.5,8,31,8,11,5,16.1,93,0,77,185
126,126,2017,1,30,Josh Hart,SR,G,Villanova,Big East,36,33.1,6.6,12.9,4.5,7.8,2.1,5.1,3.5,4.7,1.4,5,6.4,2.9,1.6,0.3,2,2.3,18.7,2,32,4,11.9,8.4,20.3,92,0,76,190
127,127,2011,2,40,Jon Leuer,SR,F,Wisconsin,Big Ten,34,33.5,6.7,14.2,5.1,9.9,1.6,4.3,3.3,3.9,1.7,5.6,7.2,1.6,0.5,0.9,1.6,2.2,18.3,8,25,9,3.7,12.2,16,91,0,72,210
128,128,2015,2,32,Montrezl Harrell,JR,F,Louisville,ACC,35,35.1,6.1,10.7,5.8,9.7,0.3,1.1,3.3,5.5,3.2,6,9.2,1.4,0.9,1.2,2,2.1,15.7,12,27,9,5.1,9.8,14.8,90,0,80,215
129,129,2014,2,60,Cory Jefferson,SR,F,Baylor,Big 12,38,29,4.8,9.7,4.5,8.7,0.4,1,3.6,5.6,2.8,5.4,8.2,1,0.4,1.3,1.3,2.2,13.7,31,26,12,5.8,5.2,11,89,0,81,190
130,130,2017,1,15,Justin Jackson,JR,F,North Carolina,ACC,40,32,6.6,14.9,4,7.8,2.6,7.1,2.5,3.3,1.5,3.2,4.7,2.8,0.8,0.2,1.7,1.4,18.3,3,33,7,11.3,8.2,19.4,86,0,80,210
131,131,2012,2,41,Tyshawn Taylor,SR,G,Kansas,Big 12,39,33.4,5.8,12.2,4.3,8.3,1.5,3.9,3.5,5.1,0.2,2.1,2.3,4.8,1.3,0.2,3.5,2,16.6,7,32,7,8.2,7.8,16.1,86,0,74,185
132,132,2013,1,9,Trey Burke,SO,G,Michigan,Big Ten,39,35.3,6.6,14.4,4.7,9.3,1.9,5.1,3.4,4.3,0.5,2.6,3.2,6.7,1.6,0.5,2.2,1.9,18.6,8,31,8,11,5,16.1,84,0,73,170
133,133,2017,2,51,Monte Morris,SR,G,Iowa State,Big 12,35,35.3,6.2,13.3,4.6,9.2,1.5,4.1,2.5,3.2,1.1,3.7,4.8,6.2,1.5,0.3,1.2,1.5,16.4,21,24,11,9.6,5.1,14.7,84,0,73,165
134,134,2016,2,46,A. J. Hammons,SR,C,Purdue,Big Ten,33,24.6,6,10.2,5.8,9.8,0.2,0.3,2.7,3.8,2.3,5.8,8.2,1.1,0.3,2.5,2,2.4,15,9,26,9,7.7,8.2,15.9,82,0,84,275
135,135,2012,2,39,Khris Middleton,JR,F,Texas A&M,SEC,20,28.8,5.1,12.3,4.1,8.5,1,3.9,2,2.6,1.3,3.7,5,2.3,1,0.3,2.2,1.9,13.2,126,14,18,-4.3,7,2.7,82,0,79,195
136,136,2015,2,34,Anthony Brown,SR,G,Stanford,Pac-12,37,35.7,4.8,11,2.6,6.2,2.1,4.8,3.1,3.9,1.1,5.8,6.9,2.5,0.8,0.2,1.9,2.1,14.8,75,24,13,6,0,6,81,0,78,180
